fOXzDmNOntkr9DSv/2YoLPAkLaATcXyp5s5Mb0H4i1o=,212787,786,Sviatoslav Richter,,,-1.0
2DlmuxzhRyOf1wWFaiP2dWtJ7qYPoNJ+MooHGVmjTis=,180372,465,Joe Jackson,Joe Jackson,,52.0
ZmgGPbCQ5G+XxZD4LZuf44WPZYWEHe1tQ6aMFSv36hI=,270106,880,Tim Hughes,,,52.0
REwaz9QZRB6Oyzr9VOn1k+7oGQKmz0AiY3uhnNEIQDg=,260992,465,Havana Brown,RedOne|John Mamann|Jean Claude Sindres|Yohanne Simon|Teddy Sky|Havana Brown,,52.0
xr+BHpCOZ12MdJCKtGYY8fD0NkzVHT7tfpG5doUtyCo=,182416,958,Tennessee ernie ford,,,-1.0
j5u3sA2h2tjxunLQUQSaw474gZEMDyu4KjVS2I0yPBo=,263418,458,鄭源,馬健濤,馬健濤,3.0
/yvRmdUEkWeqChcUcunkKE3ulv6AXkzLbKWo3/m577Q=,206193,465,Various Artists,,,52.0
bb48vaKrrjpqjcLwC1qrHQTNqKAex0jJzZSPyUQPPRY=,139691,958,Nikolaus Harnoncourt,,,-1.0
k1x74SfDGrXRGT0welc6UHYIGPPbcXrSRKTixQb9W4Y=,241580,242,The Eighty Ballad Group,,,-1.0
mYxXQWCRkP7txTwkrMw9BVNiUo1NiZb4bpvm8sAVhY4=,261746,465,高向鵬,,,10.0
o1isqZ9ytVWcHGJecsHc9wFm9OLfH3Y0y2bcodx/sDo=,98359,242,Various Artists,,,-1.0
z1BrkXZYAXzWxXS5bYqEHq7BBFqy4gdkX7Dz3+Hvvmc=,357982,139,Various Artists,,,52.0
OAbJhz549yK1FhsHDNt3Gkog6UaGv+ykTGpvlyEYsQA=,137926,205,João Gilberto,Dorival Caymmi,,52.0
y51agslvTzBxdZPrrUvu343m8V8w08eUJRmxUOLgRN4=,168484,921,Various Artists (The 1962 British Hit Parade - Part 1),,,52.0
YWMNuW/CPBG5pGDy0te6/2GRs6JGTnC8brWcK7YtBqA=,209920,465,阿超 (achau),阿超 Achau,阿超 Achau,3.0
p2tLmO7jkL2UqJhDCbyu6YOMqk9g8WlFQYF7/sGX0lQ=,163631,465,Richard Clayderman,,,52.0
uhN1xvIYuf5kSfPrbSKy+8QqSMLVlUKM9EDgNOoFj+o=,352966,880,Paul Wilbur,,,52.0
O64yWznCI49KD1PvxSptiZTjuYSEHlE5nVaMReQmKw4=,173963,359,Michael Schulte,van Eecke| P; Naidoo| Xavier,Naidoo| Xavier,52.0
WM77LIc56tsJM44XwBpIuepP5sitcjm+fTUYf3IgjwY=,600282,786,David Redmond,,,-1.0
HM8WMWBG5T9EKuwH8oDnIU1L8hX2ajt86GzvEgxidOQ=,205845,465,Kinetic Tracks,ANTONOFF JACK MICHAEL| SWIFT TAYLOR| SWIFT TAYLOR ALISON| ANTONOFF JACK,ANTONOFF JACK MICHAEL| SWIFT TAYLOR| SWIFT TAYLOR ALISON| ANTONOFF JACK,52.0
fmNvY8DpATSpWdM2m48kl5+MmykFZFUlSanicBlXna0=,184645,465,Christmas,French| Neale,,52.0
MVMej931KpIiDV46vggGNyyhuBRMUw84snmikxR5Z/4=,242008,465,Patty Smyth,Tom Waits,Tom Waits,52.0
B0YtMzC4VLoNHhepKNqSryk2JLS6diXlz0LPR1UQ6zs=,274738,947,走吧！去旅行 / 台灣鐵道音樂特輯,,,-1.0
3FpQrEAV7zAFmsvEYWelC6J9HDc7l9A5jD3dGGeVc+Y=,198298,465,Instrumental,,,52.0
VYvDyCRPvx4At7t6WBjTj8ENMW5/4Z8Ul2ZTVodJ7bE=,239908,465,Chris Phillips,,,52.0
KVig7cEqL+5tiSRvDSIBRj/HOYzqmxuAFTHJXQyZWyo=,213080,458,常安,阿明,阿明,3.0
RBeUpqg+dVkcT7+BoZ2qTef1uppiB86soEkSOAUZfBU=,77647,465,Clinton Sparks,Clinton Sparks|J. Pounds,,52.0
LN5d6olw47/eXngwDVuHlLgVo4SwW/ADAyPLhi60D2U=,249208,465,Vinyl Pinups,Brennan Aerts,,52.0
G92k+vhQD2SXwY2zPPzqayvYBMz4TApq9ESS1aVjDqw=,186514,465,The Feelies,,,52.0
HMhe4VZHXc3Rl2OASpDcY3DwjIa4FU3u5uMIUYKOt2c=,181254,921,Arthur,,,52.0
ccHAmfVApDu0dvS8DZRwO6wp1ZOTe7Pr3fUYWAGFGnw=,153669,958,Various Artists,Johann Strauss II,,-1.0
fCNPffiA15mVI2jxO1feWgFvxELpspg+MvCDu61vjms=,271162,465,Celine Dion,,,52.0
VxUMJHgABO3h3Cl/6a9/BN9OogpmI4rmk/zn1/te5yM=,254769,465,Tara Simmons,,,52.0
EHIANNx1yWSVE91SCUXDvCy0uPVJAD68uWiT9M1a7fY=,239621,465,Backstreet Boys,Jess Cates| Dan Muckala| Lindy Robbins,Jess Cates| Dan Muckala| Lindy Robbins,52.0
e+72LNNjMoW8/wKvshM5dqTVrAlvo8i3dFaHNVRqmjE=,246909,465,黃征 (Shawn Huang),黃征,金放,3.0
pDyISG4kBeWNK85y2AaPkmB2gafNp/qZayfnLViiCQc=,295601,921,Baby Rockstar,,,52.0
9lsEwSFcna0wNI8rp9wl8BndKDk4cNZAtDe8TYZbM3o=,245667,465,John Mayer,,,52.0
Q0XKWrdonHd1L13FkVJ466uTf59dVuDHcaiBoc+ppoU=,193933,465,林子祥 (George Lam),George Lam,Lin Zhen Jiang,24.0
VWyGdyDNxaIHaa5bWo6KEL6FJevFCQmhFMKHz2kBlfI=,280032,786,Cat Trumpet,,,-1.0
jx9x5nH14Q6gT2EERDWtY1F0wlCFVVx6pSocV6J6Lvk=,213067,465,Power Hits,,,52.0
uygbw6Bis52HNQyATBYvw/yn3SvPWktrJh5NPILShRY=,216409,359,Sugarplum Fairy,,,-1.0
sJpd06CY9GxHu86/641/M4O13/kKghCUB3IdxxTCuxY=,84114,921,Various Artists,,,52.0
3m7oInqSlfOnNGrgEQu1rhSOrPgzujn+vzzyAJcDYZg=,356658,465,張學友 (Jacky Cheung),Kong Sheng Lu,,24.0
mwWlrae6I4p9IK2a6lQC8EyXX5B+tu5KDFNLF960IW4=,500192,465,羅思容與孤毛頭樂團,羅思容,羅思容,3.0
L1uGMN58jTZk7Z7aQak728vI1Mg/XTqEmR/cCL8im1s=,190589,465,Josh Kumra,,,52.0
7MeRP2CqkcKlD/J5298H//utl/YVK0dUE5JF5GXp9tA=,149815,359,Lee DeWyze,Lee DeWyze| Toby Gad,,52.0
ExmmFe9P9DLnPheZz5E5gQoJ6RETJhdmlC1nv2eeIZc=,254490,465,糖兄妹,,,3.0
xo83v4EU7ifKXRpLw8gUd0NhGHFWDXxH0+yN6R6+q6E=,317335,139,Dionne Warwick,Luther Vandross| Denilson Miller,Luther Vandross| Denilson Miller,52.0
1Kby9BgJrW1cAKksu3q4WaQI56GX3eOa3hSG5CnMfDM=,164490,139,Marv Johnson,,,52.0
9Z93ivGcWgekui+hpAuC5IaCpeagm+BOfcdVBXOj9W4=,224966,359,alt-J,Joe Newman/Gus Unger-Hamilton/Thom Green,Joe Newman/Gus Unger-Hamilton/Thom Green,52.0
D44iYKc7lA69wzt2lSNOrOsdjL8Btx7WguZGKwyOu1k=,168055,409,Garou,Ariane Moffatt,Ariane Moffatt,52.0
ro4hGQsxfWThJ4fPsFgqm1g+y1kB0SMV8x8S//Z+fwE=,271209,691,Leif Shires,Raymond B. Evans| Jay Livingston,,-1.0
xJHwtJB8lm7BQkOQ3BSjh2qOBsMzZz+YbsChHYVcqN4=,184180,465,How I Became The Bomb,,,52.0
x3Tec3JnQoWtFFplEDoRy1+JXzDrJ1gKILLSQ5jM9ZE=,385776,958,Wolfgang Amadeus Mozart,,,-1.0
mKGH8X7tkDDiNEAjOz06ftWXUdp0c/g9EjiX9DjZ2+w=,109412,726,Baby Genius,,,-1.0
5U/+R9W0B3OvatyXRabHwO1rofj6b03L+jeoQOUsHHY=,178282,465,Ricky Nelson,Wilhelm Hans Steinberg,,52.0
mDqAf0ZdollsCKNoON7mGJZnqJdT5/Y5CwLUD0NbCG0=,245016,786,Molotov Cocktail Piano,,,-1.0
2TUrTF+1zmY1jvf0I6OHEgvnB34O8m3PF3L9L4FqL1c=,50898,829,Josephine Foster,,,52.0
nYjp66OqImY/aGL9bcmikeKOj9gmjZfCqar8+4iugZ8=,174335,139,Smokey Robinson & The Miracles,Smokey Robinson & The Miracles,,52.0
Kw35aqQv6kCZVMm9Ez4CvRUe+3MRwOGrASmmdAJyTf0=,212009,465,Cybertronic Flow,,,52.0
GTp20UAJ7QuOrQ8YetsgZlhZszUR74arjNJNSCefHwM=,155088,786,浪漫樂派,,,-1.0
cNv1Qp5/skrHq76vQog8a8j8AHvoX1FN5exYtXKb1nw=,236853,873,Various Artists,Regi Stone| Jeff Ferguson,,52.0
xi2hjxNlQJLqeovUDBKa7H8qM7YNzl1R4vi2v9AQ480=,271707,465,Roy & Ádám,András Dobos|Leslie Szabó,András Dobos|Leslie Szabó,52.0
PBwutzIUTSwbr4NaCax30mnx0Chl+iGzOxkhplbz1n4=,244924,829,Dennis Homes,Dennis Keith Homes| Leila Grandemange,,52.0
uK88BKUWyEyLxq+G5yDfAEQ9rp5a4wfT37IKTAaHN3E=,310172,465,Joe Satriani,,,52.0
0v4oRmJaXxsnGb8vHzl4PSCr3+CORKy/1tv2PLCnN/Q=,239722,691,Beegie Adair,Leroy Anderson,,52.0
IpAQomahrGZJEIJmTGUWilonjXn3bHFxJfY11PcCdLo=,536137,359,Daniel Ash,Daniel Ash,,52.0
5lMgkByC3yjNftzQQVh1dJM4Yir6jSB/EV1Moeu2ZLE=,237904,388,青木晋太郎,,,-1.0
ddDxPCsRj+VKYwVRENoH2oG9RZ268e2yDoTlexzIysI=,281890,465,The French Pop Band,,,52.0
r7Tjusp/f30FiNwrqYHpNWCCqnIJUAUEs6iPAyq4qGM=,208143,921,John Tavener,John Tavener,,52.0
gNWrIm0suChkQrDvwtClDosCzZ4Dd3RfzXyGoNS0Z7Y=,223565,958,Yo-Yo Ma,Johann Sebastian Bach,,-1.0
jNIfF1Zygv/feyjYaq8aItAj07ls352hsjPnygKyfuU=,222447,465,Robert Cray,,,52.0
teDtsN1P/jnMlLyhKVpPtI9d6t34iY7TzTiAh6W3GH8=,248871,465,洪榮宏 (Jung Hung),,,10.0
8AwOUuiVQeTTk+AwfeVDTMZ7W9L0UWreo7qJaSrWlxY=,180124,465,Five Finger Death Punch,Ivan Moody| Jason Hook| Jeremy Spencer| Zoltan Bathory| Kevin Churko,Ivan Moody| Jason Hook| Jeremy Spencer| Zoltan Bathory| Kevin Churko,52.0
/iyydvRRufKEcFUlFQfIE55VkKKalgSNTF1wVy9mtfI=,254328,465,Ultimate Workout Hits,,,52.0
NeZBsEzfeKVNVA43O+wvphn03RTfSmuRYeYh2St/poI=,191147,465,Ameritz Countdown Karaoke,,,52.0
pxOcRyXCwoFUFOvK5OAEKj0o+xW8xMjO6IVbyZWNmWg=,209630,465,Fabio Hager Sexteto,,,52.0
D7Cdhrr/LKva2kzn378BK6ZgaH3AfPKLSDygrst/5X8=,150558,465,Paul Anka,Paul Anka,,52.0
qXv7MX/YN5hCb8ErxnsFUwsc2/dAZ+tf5Gxl1RBlHNc=,233221,465,Happy Ending,,,52.0
omuVZuTEnLtqKuzyDU6qu7oeDxGgyff7eCcqzcavvUg=,219149,465,HotCha,,,24.0
Shpy6DSdhZdM/FBkSSpTuKycaAvIKPeBwg9AJ3MslME=,220496,465,Billboard Masters,Billboard Masters,,52.0
UPoCO/SgGd7nYtA3ke7G+GAfxi7zoc1pzmWQ1UktHh0=,361116,940,Sad Piano Music Collective,Giuliano Sacchetto-Giordano Trivellato,,-1.0
eFKFdIhdzKIeuF8UIKwJVZYUDhEqLMaCEYB/mjQGaRA=,264045,880,Twila Paris,,,52.0
DBThwzRZksYjs4O0pWj8WpaGy/AYdMdcx7m1XfNe4OM=,189474,465,Oasis,Liam Gallagher,Liam Gallagher,52.0
ZoZITqATSYWPtq9J6G+pAnr+CU5NbR9e48/0KHiqkQk=,336718,958,Maria Callas,Vincenzo Bellini,,-1.0
b3/56lbCd0iOHpVDnV1tCA1bJSY0k63mgr2Rb2K7oGo=,173975,465,Fabrizio Paterlini,Ｆａｂｒｉｚｉｏ　Ｐａｔｅｒｌｉｎｉ,―,52.0
CWYbLbxqDEk9RWmQKAZundYkKEbWoG/TTUU+icpVsH4=,242973,437,Ikki Nishimura (西村一輝),,,17.0
X03vNHmoTlPSEBEiceUJrfai5bU4xuU8JevPXZxew7w=,257462,465,w-inds.,,,17.0
zI2kvMcvXKmWhK4ss1h1bHUe5fUvsiPnSDBEv3kcHDw=,222725,465,Luciano Pereyra,Rudy Perez,,52.0
w/OGWeXJGPXe9w4IGwAFYIg6GIE/9JTMMrZ/DfhsCco=,176007,958,Various Artists,Wolfgang Amadeus Mozart,,-1.0
5LqUf1xOQamrMEJJF1LD+dhpiyHRtGsdqx62EMuR3HE=,233116,465,張齡之+心喜樂團 (Amy Chang & Happy Soul),,,3.0
pB4yZ0pwy09oDl1zmxFegrPGNnBqlVTvoRk7gtcpiJg=,133004,921,Akira Yamaoka,Akira Yamaoka,,52.0
APvsWsu70cR95qF7VaxSwkzgw9NganubzRltm3jYFcs=,225836,465,張小雯,,,3.0
TaAIFvbtSIrHGrzfI083piwka2oUpJy4E7PuByw53vI=,164911,958,100 Best Adagios,Eric Satie,,-1.0
GmaC9Cub9fUCCLWrzQZhIFdFMCRW+GHgGuFNQ9v532E=,214789,465,Art Garfunkel,Mike Batt,Mike Batt,52.0
eVTCKuqBtDjM7lo19l1tMVQYWEISpQPBcJhMyBD28o4=,224351,465,Roll Deep,R. Williams| R. Cowie| B. Preston| J. Connor| I. Atherly| D. Dawood| C. Kelly| A. Ali,,52.0
YouGvRlDg62QNe3qO4GrylmuGfU9lD56soXbUG8F7yE=,110167,958,Igor Stravinsky,,,-1.0
q0i1+5WtQUhB3rVJ/p5gNnxgBMAwS1L36p9cO6qYCzo=,257184,465,Mike & The Mechanics,,,52.0
cbVM4NZOdvRz2YrmeYi9AfRQuzuMjMnLcYyvHaDN+jo=,241209,465,The True Star,,,52.0
Nql76RUK5tYjPjDW+cN6sTirfm5ka2VvAlOGzfKaN5I=,186916,465,Beth Orton,Ted Barnes|貝絲歐頓,Ted Barnes|貝絲歐頓,52.0
v0q01R4UmmXTL/AiLjkucyn3k1ZZCluoKqeBBbPU1Mg=,116453,465,Sigur Rós,G Holm| J T Birgisson| K Sveinsson| O P Dyrason,,-1.0
1MWT8cRyEVISlrMeXry/Wb9aXkZbXD9ghag5AArh0VM=,221332,465,Jon Bellion,Travis Mendes| Raul Cubina| Mark Williams| J. Bellion,,52.0
xMqQbK8ofEebyWusl3c+oxuLn65PiBF4IPQt1G8OEPg=,191904,465,Otherwise,Adrian Patrick Boylan| Ryan Patrick Boylan| Flavio Ivan| Corky Gainsford| Vassilios Metropoulos| Mark Holman| Scott Stevens,Adrian Patrick Boylan| Ryan Patrick Boylan| Flavio Ivan| Corky Gainsford| Vassilios Metropoulos| Mark Holman| Scott Stevens,52.0
apMaedZx9V7CF2q77SimKxsLJcf74s0qCH2Xq5CWaz8=,300512,465,Linda Eder,,,52.0
RDGKWZB/vXtd3NQhOippLwOjp9OHenGFatqeBuvRbBU=,25263,465,Leinemann,DP| Uli Salm-Holdenstedt| Juergen Bahrs,,52.0
